text;dialogtype
"I'm so relieved you have arrived! My crew and I journeyed to this outpost to deal with the increasingly aggressive Skara.
I remained here to fashion additional explosives while my crew investigated the stacks, but they never returned. I have been unable to leave here because of the swarming Skara.
Please take these explosives with you and journey to Swarm Point, and search for any surviving Zeraphi and help them in any way you can!";intro
- Find and aid the missing crew.;huddetails
"Ah, Hareph sent you with some explosives. Finally some good news!
Don't bother looking for the rest of the crew - I'm the only one that survived. 
There's something wrong with some of the hives - they seem to be infected. You'll need to locate the rigged hives and detonate them, then descend into the Brood Hive itself and destroy any infected eggs you find. Perhaps you will discover what has been blighting the eggs!
This is a great task, but it must be done. We will all be in your debt.";complete
Enter the Eternal Palace in the Salt Barrens and stop the Faceless King from using the Vault of Souls to enslave the Zeraphi and the Ezrohir.;details
- Locate the the Faceless King in the Eternal Palace;huddetails
- Stop the Faceless King from using the Vault of Souls;huddetails_complete
"Your timing is perfect, my friend!  Below us, in the Dead Shoals, the King of the Crabs is negotiating with a representative of the Ezrohir, to provide the Ezrohir with a huge cache of scrap metal they have salvaged.  The Ezrohir will use that scrap to forge more arms to bring against us!  They must be stopped!
I beg you:  Go down into the Dead Shoals and prevent the Crab King from concluding his negotiations with the Ezrohir!";intro
The Crabs have been collecting scrap metal from the ancient wrecks in the Salt Barrens for several weeks, and hoarding it here, in their lair in the Dead Shoals.  I was sent to learn why.  When I arrived, I found them in the midst of a negotiation with an Ezrohir Champion ... and they have nearly concluded their bargain.  I was on my way back to Zeryphesh to find someone to disrupt their meeting, when you came along.;return
"I was watching you from atop the bluff, here!  You were amazing!
I realize this is not much in the way of a reward, but it is all I can offer.  Please take it, and my thanks.";complete
Enter the Dead Shoals in the Salt Barrens and defeat the Crab King and Wakeel.  Return to Mashal at the Lighthouse for your reward.;details
- Defeat the Crab King and Wakeel in the Dead Shoals;huddetails
- Return to Mashal at the Lighthouse for your reward;huddetails_complete
Search the Forsaken Vaults, in the Ossean Wastes, for the Cognition Linkage.;details
Install the Cognition Linkage in Trillbot 4000.;details_complete
"I am the great bard Trill.  Perhaps you have heard of me?
You have done well so far, and I am happy to reward you.  Perhaps if you survive longer, you can find more of my missing components ... and I can reward you with the location of another treasure?";complete
"Replay Mode: It appears you have found my body.  Very good.  This is where my memories are stored … including the locations of multiple caches of treasure.  I could share these with you, if you would help me reacquire the rest of my components.
We should begin with my Cognition Linkage.  Without that, I won't be able to do much more than repeat this message.  My sensors tell me it is somewhere nearby.  Find it and reinstall it, and I will direct you to one of those treasure troves.";return
"It appears you have found my body.  Very good.  This is where my memories are stored … including the locations of multiple caches of treasure.  I could share these with you, if you would help me reacquire the rest of my components.
We should begin with my Cognition Linkage.  Without that, I won't be able to do much more than repeat this message.  My sensors tell me it is somewhere nearby.  Find it and reinstall it, and I will direct you to one of those treasure troves.";intro
- Locate the Cognition Unit in the Forsaken Vaults;huddetails
- Install the Cognition Unit in Trillbot 4000.;huddetails_complete
Oh, and you destroyed so many eggs! Here's a bonus.;complete
Locate the three Royal Masks in the Salt Barrens.;details
Return the Royal Masks to the Faceless King.;details_complete
"Excellent!  You have returned the Royal Masks!
Soon, the Ezrohir and Zeraphi shall once again bow before me, and I will unite their forces into an unstoppable army that shall sweep into Estheria and lands beyond, and consume every lingering shard of Ember!  We will conquer all of Vilderan, then cross the sea and enslave your primitive human ""empire!""  You will toil in the mines for a thousand generations, and ensure that your master rules for eternity!
Wait here, human.  And rejoice!  Once I have reclaimed my power from the Vault of Souls, I shall make you the first of a dynasty of slaves.";complete
"The Zeraphi and Ezrohir were once one people ... and I was their king.  But in our quest for immortality, we fractured: The Ezrohir embraced the faster path of Ember-fueled suits of armor, while the Zeraphi sought a ""safer"" alchemical method.  But the Ezrohir demanded the Zeraphi Ember ... then waged war on the Estherians for theirs ... and, finally, demanded that I grant them access to the Vault of Souls.  I refused, and rather than let them take the Vault, I sank the Eternal Palace itself in the Bay of Stars.  In their fury, they bound me with chains and hurled me in after, to rule the bottom of the sea.  Now the waters have long since receded, and neither Zeraphi or Ezrohir remember the king who can use the power of the Vault of Souls to bring them together again.";return
"I am called the Faceless King, and I have resided here since the Zeraphi and Ezrohir were one race.  It has been my dream to reunite them by accessing the Vault of Souls, but the Vault will not open without the masks of the royal line, which were stolen from me ages ago.
If you can locate the Royal Masks and return them to me, I can raise the Eternal Palace, unlock the Vault of Souls, and reunite the Zeraphi and Ezrohir!  Please, my mortal friend ... help me end this war.";intro
- Retrieve the three Royal Masks from the Salt Barrens;huddetails
- Return the Royal Masks| to the |cFFFFBA00Faceless King;huddetails_complete
Locate the Ezrohir Marauder in the Ossean Wastes.  Defeat him, and collect his Body Wrappings.;details
Bring the Ezrohir Marauder's Body Wrappings back to Umahd in the Ossean Wastes.;details_complete
"You have done it!  Oh, thank you, my friend!  You cannot imagine how it feels to ... to feel again!
I can never thank you enough, my friend.  Perhaps this is a start, however ...?";complete
The Ezrohir Marauder must be somewhere in this area:  The body he has stolen was mine for centuries, and I can not so easily forget it.  It is here!  I can feel it!  I beg you:  Find it for me!;return
"I am no ghost, only disembodied spirit:  a Zeraphi warrior, torn from his wrappings, but unable to tear himself away from this world.  Umahd is my name.  I was defeated in battle, and my physical form taken from me, and made to serve the Ezrohir.  But the Ezrohir Marauder who wears my wrappings has returned, no doubt thinking me long gone.
Find that Ezrohir Marauder!  Restore my physical form, and I shall reward you!";intro
- Defeat Ezrohir Marauder in Ossean Wastes;huddetails
- Return Body Wrappings back to Umahd in the Ossean Wastes;huddetails_complete
"My friend, I have a mission for you.  You may have noticed the Ezrohir activity in the Ossean Wastes.  We believe these are scouts operating out of the Forsaken Vaults, but they are appearing so close to the city gates that we think they might have a base much nearer, from which they are spying on us.
We have narrowed down the possibilities, and I want you to look into the Tower of the Moon, in the Ossean Wastes.  Determine if there are any Ezrohir scouts there ... and if you find any, deal with them.";intro
Have you been able to ascertain if the Ezrohir are using the Tower of the Moon to spy upon us?;return
I do not know how they came to install their sorcerer, Juthama Kasam, so close by the city walls without us noticing!  But I thank the Guardians that you were able to defeat him, and put a stop to whatever they were planning!;complete
Scout the Tower of the Moon in the Ossean Wastes.  Eliminate any Ezrohir spies you find there and report back to Commander Muzaffar in the Ossean Wastes.;details
"- Enter the Tower of the Moon in the Ossean Wastes; eliminate any Ezrohir inside";huddetails
- Return to Commander Muzaffar in the Ossean Wastes;huddetails_complete
Get a [ACQUIRE1] in the Temple Steppes.;intro
Get a [ACQUIRE1] in the Temple Steppes.;return
Get a [ACQUIRE1] in the Temple Steppes.;complete
Get a [ACQUIRE1] in the Temple Steppes.;details
- Get a [ACQUIRE1] in the Temple Steppes.;huddetails
Get a [ACQUIRE1] on floor [ACQUIRE1DEPTH] of the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;intro
Get a [ACQUIRE1] on floor [ACQUIRE1DEPTH] of the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;return
Get a [ACQUIRE1] on floor [ACQUIRE1DEPTH] of the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;complete
Get a [ACQUIRE1] on floor [ACQUIRE1DEPTH] of the Corrupted Crypt, in the Path of the Honored Dead.;details
- Retrieve [ACQUIRE1] from the |cFFD1FF7ACorrupted CryptU;huddetails
Kill [DEFEAT1] in the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;intro
Kill [DEFEAT1] in the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;return
Kill [DEFEAT1] in the Defiled Crypt.  The crypt can be entered via the Path of the Honored Dead.;complete
Kill [DEFEAT1] in the Corrupted Crypt.  The crypt can be entered via the Path of the Honored Dead.;details
- Kill [DEFEAT1] in the Defiled Crypt.;huddetails
Search the Ossean Wastes for the entrance to the Forsaken Vaults, where the Guardian of Mana was taken, and defeat the forces that captured her.;details
Defeat the Artificer, and inform the Guardian of Air in Zeryphesh.;details_complete
"- Locate the Forsaken Vaults in the Ossean Wastes
- Defeat the forces holding the Guardian of Mana";huddetails
- Return to Guardian of Air in Zeryphesh;huddetails_complete
"We must act quickly. It appears that the Artificer you defeated in the Vaults has enslaved the Guardian of Mana for the enemy. The most pressing danger is that they will use the enslaved Guardian to corrupt ... and control ... all the world's magic. Our only recourse in that event may be to destroy the Guardian.
There might still be hope. If we can find a way to free the Guardian from Ezrohir control, we can save Zeryphesh, and thwart the Alchemist's plans.";complete
"The Ezrohir prepare today for war
Their legions number in the score.
Their Alchemy and Artifice suffice
To capture Mana ... not once but twice.
Imprisoned in the Vaults Forsaken:
Subdued, enslaved, her magic taken.
Forced to lead their troops in battle
From Guardian ... to so much chattel.";return
"The Ezrohir have Mana enslaved
But there's still hope; she might yet be saved.
The enemy lie in this foul creche.
Save the Guardian ... save Zeryphesh.";intro
"Once again, the Sphinx has provided you with a kind of riddle about the fate of the Guardian of Mana:  Apparently, the Ezrohir captured the Guardian and brought her into the Forsaken Vaults, where they have devised some way of forcing her to work for them!
You have to free her, or Zeryphesh will surely be lost ... and all the world's magic might come under the control of the bellicose Ezrohir!";moredetails
Speak to the Railmaster in the Enclave to leave the Estherian Steppes and travel to the desert city of Zeryphesh.;details
When you reach Zeryphesh, speak with the Guardian of Air.;details_complete
- Speak to Railmaster in Enclave to travel to Zeryphesh;huddetails
"I'm commandeering a transport to take you to Zeryphesh, in the Ossean Wastes.
Just speak to the Railmaster, when you're ready to go.";intro
"Things are pretty rough down in Zeryphesh, too.  That's why the Guardians are there.  The Ezrohir, after something like five hundred years of peace, are making war on the Zeraphi again.  A couple of the Guardians went down there to maintain order as best they can.
If the Alchemist only needs the energy of two more Guardians, he couldn't have gotten more lucky.  They'll both be right there, in easy reach.  Let's just hope that they're more prepared than the others were.";return
"The Alchemist must be stopped.  His mad plan to free the Netherim from their ancient prison has now caused the deaths of Syl, Grand Regent Eldrayn, the entire village of Torchlight, and countless Estherians and Vanquishers ... not to mention nearly killing two of the elemental Guardians.
The power the Alchemist has stolen from the Guardians is vast, but not limitless ... not yet.  But there are two more Guardians not far away, in the Ossean Wastes, and the Guardian of the Wild has asked you to journey there, to help protect them from the Alchemist.";moredetails
You're the one the Vanquisher-lady told me about, then?  Alright ... whenever you're ready to get rollin', we'll get your gear aboard our Embercraft, and we'll set out.  Shouldn't take us more than a couple of days to get there!;intro
- Speak to Guardian of Air in Zeryphesh;huddetails
Survive against the hordes of enemies until you find a way to return to Fazeer Shah.;details
You have prevailed against the hordes of enemies. Return to Fazeer Shah in the Salt Barrens.;details_complete
- Survive the Luminous Arena;huddetails
- Return to Fazeer Shah in the Salt Barrens;huddetails_complete
"So ... you finally found your way out.  You are the most entertaining diversion I've found in a thousand years!
Well, I suppose you'll be needing one final task ...";complete
Go on, then. Glory awaits!;return
"You survived the Tu'tara more or less in one piece.  Congratulations.  But it occurs to me that you didn't do anything that you wouldn't ordinarily have done.  This second task should prove much more amusing.
Step through the Portal.  Your second task ... is to survive!";intro
"Fazeer Shah has promised to help you release the magical bonds placed on the Guardian of Mana by the Artificer, if you'll just perform three tasks for the djinni's amusement.  The first task was easy enough, but the second seems much riskier.
But, if jumping through the djinni's hoops will free the Guardian of Mana from Ezrohir control, then that's what you'll have to do.";moredetails
Travel through the Witherways, in the Salt Barrens, to the Ezrohir stronghold of Riftkeep, and free the Guardian of Mana from Ezrohir control.;details
Speak to the newly freed Guardian of Mana.;details_complete
- Travel through the Witherways, in the Salt Barrens, to Riftkeep, and defeat the Siege Guardian;huddetails
- Speak to the Guardian of Mana in Riftkeep;huddetails_complete
"Stop.  Enough.  You have freed me from my enslavement and I am myself once more!
We must leave this place.  I will open a portal for you, to Zeryphesh.";complete
"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.
The Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you.";return
"By slaying Ezrek Khan, you broke the enchantment used to enslave the Guardian of Mana.  That means that you can defeat her without destroying her.
The Ezrohir have moved the Guardian to the fortress of Riftkeep in the Salt Barrens, where they are marshaling their forces for the assault on Zeryphesh.
Go.  Fight past the Ezrohir and free the Guardian!";intro
"The time has come to enter Riftkeep and try to rescue the Guardian of Mana.  The djinni, Fazeer Shah, claims that he has broken the Ezrohir's control over the Guardian ... but there still remains the matter of actually freeing her.  Resistance inside Riftkeep will be formidable; the Ezrohir army is already prepared for war, and they are no doubt expecting a rescue attempt.  You will have to act fast, and strike without mercy.";moredetails
Defeat the Manticore in the Stygian Aerie.;details
Return to the Sphinx at the CForsaken Gate.;details_complete
- Defeat the Manticore in the Stygian Aerie;huddetails
- Return to the Sphinx at the Forsaken Gate;huddetails_complete
"Your valor proved; the way is clear.
The forge, the Queen ... the end is near.";complete
"Forge of darkness, deep below.
Chains are wrought and bellows blow
Queen of Mana trapped, restrained
Magic stolen, power drained.
Ezrohir make plans for war
Captured Queen is at the fore.";return
"My ancient charge, to guard the gate
The desert sands to contemplate.
In Stygian realm lurks beast of yore
Part drake, part lion:  Manticore.
Lay its skin before my eyes
And passage through shall be your prize.";intro
If you understood the enigmatic Sphinx correctly, the Guardian of Mana was captured by the Ezrohir and taken into the Forsaken Vaults for some nefarious purpose.  The Guardian is clearly in danger ... but the Sphinx will not open the Forsaken Gate until you slay her most hated enemy: a Manticore that lurks in a cave in the Ossean Wastes.;moredetails
Return to Zeryphesh when the Guardian of Mana is free.;details
- Return to the Guardian of Air in Zeryphesh;huddetails
"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.
The Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you.";complete
Locate the djinni Fazeer Shah in the Salt Barrens.;details
- Locate the Djinni in Salt Barrens;huddetails
"Greetings, o insignificant one.
Ah, yes ... I know of this Artificer.  He came to me, seeking the secret of binding a Guardian ... but I refused his entreaties.  Instead, he turned to my ancient foe, the despicable Ezrek Khan, who was all too eager to teach him such abominable rituals.
Of course, whatever Ezrek Khan has done, I can undo.";complete
"Centuries ago, a djinni named Fazeer Shah and a djinni named Ezrek Khan quarreled over some trivial matter, and ultimately went to war.  They caused considerable damage to the cities, and devastated the land, until the Zeraphi sultan had had enough.  He banished them both: one to the desert, and one to ... another place.  A shadow realm, between this world and the endless void where the Netherim dwell.
If you can reach Fazeer Shah, you might be able to convince him to help us.";return
"Not far from here, in the Salt Barrens, there abides a djinni named Fazeer Shah.  This djinni has the power to release the Guardian of Mana from Ezrohir control ... but his aid will come with a price.
You must travel out into the Salt Barrens.  Locate Fazeer Shah, and convince him to help you free the Guardian.";intro
"Curse that riddle-tongued Sphinx!  The Guardian of Mana had been in the Forsaken Vaults, but the Ezrohir took her away before you even arrived!  Now they are keeping her under guard at Riftkeep, their fortress in the Salt Barrens, until they are ready to launch their attack on Zeryphesh.
Things are getting desperate, but the Guardian of Air has suggested a way that Mana might still be saved.  The magical bonds placed upon the Guardian of Mana are beyond the abilities of the Guardians to remove, but, out in the Salt Barrens, there abides a powerful djinni named Fazeer Shah.  This djinni can easily undo the Artificer's work, but you have to find him first ... and then convince him to help.";moredetails
Defeat Ezrek Khan in Jehannum, and retrieve the Lamp of Marvels.;details
Return to Fazeer Shah after you have defeated Ezrek Khan.;details_complete
- Defeat Ezrek Khan in Jehannum;huddetails
- Give the Lamp of Marvels to Fazeer Shah;huddetails_complete
"Everything has transpired exactly as I intended!  I have my Lamp of Marvels!  At last, I am free!
I confess:  This lamp is much more valuable than you could have known.  Ezrek Kahn stole it from me ages ago, and now that I have them both, I have my freedom, and ultimate power over my oldest rival. 
As for your Guardian ... defeating Ezrek Kahn has sufficiently weakened the magic they bound her with. You should be able to confront her now.
I HAVE HONORED MY BARGAIN!";complete
"Be warned:  Ezrek Khan draws his power from the same source as the Netherim.  His realm borders closely on theirs; they will almost certainly stand against you, should you challenge the djinni.";return
"Well, well.  You are much more determined ... and capable ... than I had suspected!  Excellent ...
If you truly wish to free the Guardian, you must humiliate my old rival, Ezrek Khan, by stealing his precious Lamp of Marvels.";intro
"Fazeer Shah's ""entertainments"" have put your life in serious jeopardy twice now ... and he still isn't satisfied!  Fortunately, he swears he only has this one last task for you, and then he'll honor his bargain, and free the Guardian of Mana from the controls placed upon her by the Ezrohir.";moredetails
Speak to the Imperial Railmaster, in Zeryphesh, to travel to Grunnheim.;details
Report in at the Imperial Camp, in Grunnheim;details_complete
- Speak to the Railmaster in Zeryphesh;huddetails
- Travel to Grunnheim;huddetails_complete
Well, the transport is all patched up, and we've taken on fuel and supplies.  I can have you up to Grunnheim in no time!;complete
The Alchemist is nearly within your reach!  Hasten at once to Grunnheim!;return
"You have done well.  The Ezrohir forces at Riftkeep are defeated, and their troops are in retreat.  Most importantly, the Guardian of Mana is once again safe.
Let us return to the matter of the Dark Alchemist.  He has now stolen the energy of three Guardians, and we thought he desired my power as well.  But, for some reason, he has left the desert, and is now en route to Grunnheim.
That can only mean that he is bound for the Clockwork Core.  With the power he has amassed, he could destroy the barrier between our world and the realm of the Netherim.  They would pour through by the millions.
Seek the Railmaster, and depart for Grunnheim as soon as you are able.";intro
"With the Guardian of Mana freed from Ezrohir control, the city of Zeryphesh is safe.  The Ezrohir are fleeing back to their hiding places in the deserts.  The Zeraphi are safe once again.
But the Alchemist is still on the loose, and now, bolstered with the energy of the Guardians of Water, the Wild, and Mana, he is en route to the dwarven ruins at Grunnheim to put the final step of his mad plan into action.
If the Alchemist reaches the Clockwork Core, and uses the full power of Ordrak's Heart to destroy the ancient barrier between the world and the foul Nether, he will open a floodgate through which the Netherim will pour by the thousands.  You are the only one who can stop him!";moredetails
Search the Ossean Wastes for the Guardian of Mana.;details
- Search for the Guardian of Mana in the Ossean Wastes;huddetails
"The Mana Queen has come and gone
Through this gate, she journeyed on.
Follow her and pay the cost.
Hasten forth, or she'll be lost.";complete
The Guardian of Mana has pursued the Alchemist into the Forsaken Vaults, which are guarded by the Sphinx.  Seek the Vaults, and convince the Sphinx to grant you entry.  The Guardian is in great danger ... if not from the Alchemist, then from the Netherim.;return
"I have been expecting you.  I am the Guardian of Air.  Yes, the Alchemist has already come to the Ossean Wastes, and has allied himself with the vile Ezrohir, presumably to aid their impending attack on Zeryphesh.  
The Guardian of Mana has pursued the Alchemist into the Forsaken Vaults, which are guarded by the Sphinx.  Seek the Vaults, and convince the Sphinx to grant you entry.  The Guardian is in great danger ... if not from the Alchemist, then from the Netherim.";intro
"The once-heroic Alchemist is on a mad rampage!  After destroying Torchlight, he invaded the Estherian Steppes, where he attacked two of the elemental Guardians, draining their powers to fuel the evil artifact he reclaimed from the Torchlight mines: Ordrak's Heart.
Convinced he needs even more power, the Alchemist has apparently headed south, to the Ossean Wastes, where two more Guardians are preparing to defend the desert city of Zeryphesh against an attack by their old foes, the Ezrohir.  Now one of those Guardians has gone missing, and the other, the Guardian of Air, believes that the Guardian of Mana may be heading into a trap.";moredetails
Go to the Sadwa Mesa in the Salt Barrens and recover the Lamp of Wonders.;details
Return to Fazeer Shah in the Salt Barrens.;details_complete
- Recover the Lamp of Wonders from the Sadwa Mesa in the Salt Barrens;huddetails
- Return to Fazeer Shah in the Salt Barrens;huddetails_complete
"So!  You retrieved the Lamp of Wonders!  Your pitiful struggles do provide some small entertainment after all.
You can throw that piece of  junk away.  It's just a lamp with a pretentious name. It doesn't actually do anything, although I suppose you could put some oil in it and use it to provide light ...
This second task should prove much more amusing.";complete
"I suppose you're wondering why I need the Lamp of Wonders.  Perhaps you're thinking it has powers that will enable me to help you.  Perhaps you're also thinking that, if it has powers like that, you don't need me ... you just need the lamp?
Allow me to put your mind at rest:  The Lamp of Wonders has no powers.  I simply want to make you retrieve it, to test your resolve to rescue the Guardian ... which I can't help but notice you haven't done yet.";return
"The Artificer and the Alchemist might be formidable, but even their combined powers are nothing more than parlor tricks to one such as me.  I can easily undo anything that they have done to your ""Guardian.""  I will of course require something in return.
My only real enemy in this desert is boredom.  I will make you a bargain:  Perform three tasks for my amusement.  If your struggles provide suitable entertainment, then, and only then, will I free your Guardian.
Your first task: Journey to the Sadwa Mesa, and recover my Lamp of Wonders from the Tu'tara!";intro
The djinni, Fazeer Shah, has agreed to help you free the Guardian of Mana ... but only if you perform a few tasks for his amusement first.  Fazeer Shah doesn't seem to understand the gravity of the situation ... or just doesn't care ... but, if this is the only way to rescue the Guardian, there doesn't seem to be much choice.;moredetails
Every time I stand up, I get maybe ten steps before everything gets all fuzzy and dark.;passive
The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!;passive
The Destroyer was saying that the Alchemist got here even before we did ... which might explain the devastation we saw, on the way up, and in the pass.;passive
The ratlins and the Sturmbeorn have all but disappeared, though we've noticed quite a few more warbeasts prowling around since you were here last.;passive
Please ... go to the Watchweald Temple.  Bring back the Grand Regent.  Only he can save us now!;passive
Remember us, human.  Remember the Guardian you saved.  Remember the Estherians you could not.;passive
It seems that the illness the Alchemist brought upon us will do what the Sturmbeorn failed to accomplish.;passive
A lot of affected Estherians have set off for the Watchweald Temple, in hopes of receiving some relief from this terrible fever.;passive
Not a lot of foot traffic headed this way anymore.;passive
Let me see your authorization.  Alright ... this looks in order.  Be careful out there.;passive
You have lifted the curse I brought upon myself, and my torment is finally at an end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!;passive
It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight.;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
Lots of the Estherians are heading out of the city through this pass.  We've got orders not to stop them ... but they don't look well, some of 'em.;passive
I miss my husband so much ... but luckily I still have my little baby-wabies ...;passive
Did you make it up to the Enclave?  Did you speak to Commander Vale?;passive
What brought you back here?  Are the Sturmbeorn heading back this way?;passive
We were supposed to rescue some Estherians from these slavers, but the slavers had reinforcements.  We did find out that their leader, Kidrik, is holed up in a grotto under the lake.;passive
See those burned-out huts in the stockade?  We did that, to smoke the slavers out.  Just smash the lanterns, and the huts'll go up like kindling.  They'll come out right quick ...;passive
Meet me back in the Estherian Enclave, and I can enchant your gear!;passive
Good job you did, getting the Commander out of there!;passive
"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?";passive
You're doing a great job out there.  The Commander's pleased with your results, and the Estherians are calling you a hero.;passive
All quiet here, more or less.  Hey, good work you did, getting the Commander out of the Wellspring!;passive
Things are pretty safe here, now.  How are things out on the Temple Steppes?;passive
I am so sorry.  You did all that work to recover the Scroll of Anom-Irek ... and now the Grand Regent says we will not be needing it!;passive
Seems like the pass and the steppes are a lot safer, since you came through!  Good work out there!;passive
You must do all you can to locate the Grand Regent!  He is far too ill to visit the Watchweald Temple.  He might infect the Guardian!;passive
Ever since the Alchemist's attack, there has been a sickness in the Enclave.  Grand Regent Eldrayn has sent my cousin, Miamin, out into the Path of the Honored Dead to seek a cure.;passive
"The Guardians are not gods, as humans seem to believe.  They are elementals ... the most powerful in the world.  By their very existence they create the elements; by the power of their will, they control the elements.  Without them, the world is chaos.";passive
Before the Sturmbeorn arrived, my brother had gone up into the Path of the Honored Dead to perform the Ceremony of Tranquility.  He has not yet returned.  I fear for his safety!;passive
The Vanquishers came to help us with the Sturmbeorn problem, but when their leader, Commander Vale, learned that it was the Alchemist who had attacked us, she seemed ... sad.  Were they friends once?;passive
We've tangled with the Sturmbeorn a few times since we got here.  Them or the ratlins jump us every time we try to move supplies up the pass, to the Estherian city.  I hope the Commander comes back with some relief soon.;passive
You're a strong one to survive this pass, but there are even greater dangers in the Temple Steppes.  Be sure you're ready before you venture any further from the Enclave.;passive
"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?";passive
It's good to know that someone else made it through!  Does this mean Echo Pass is finally clear of the Sturmbeorn?;passive
The statue stares placidly into its pool.;passive
"Keep your eyes open out here.  We know the Sturmbeorn are in the pass; we can hear 'em messing around with the Estherian crypts.";passive
"The pass here is pretty straightforward:  just follow the road, and you'll be fine.
Of course, you'll still want to keep an eye out for the bear-men.";passive
You two are lucky to have made it this far, seeing as how badly wounded the Destroyer is.  But I think you're on your own now, from here to the Enclave.  The Destroyer can barely stand ... let alone fight his way through all those Sturmbeorn in the pass.;passive
The Enclave is this way, up Echo Pass. What with the ratlins and the Sturmbeorn, it can be dangerous.  So if you're not sure you're ready, you should get your bearings here first.;passive
"The pass is infested with ratlins, and there's some Sturmbeorn raiders, too.   They pretty much control the pass right now;  we can't get any troops through.  Every time we try, we end up with more wounded.";passive
I'm sorry, but access to the Path of the Honored Dead is closed, by order of the Estherian Grand Regent.;passive
I'm sorry, but I can't let you through here without authorization from Commander Vale, or the Estherian Grand Regent.;passive
The Commander went to the Wellspring Temple.  She should be back any time.;passive
I thank you for rescuing me.  There are other captives, as well, in a cave below the lake.  There is a hatch, just outside that nearby hut, which leads to the slavers' den.;passive
You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
It was a brutal fight, getting up here through that bear-infested pass.  We lost a lot of good soldiers, and most of who we have left are injured.;passive
You sidle up to the horse.  It sidles away.;passive
I really appreciate you checking on me, but you should probably get on with catching up with the Grand Regent.;passive
The Destroyer really can't help you.  It's going to be several more days before he can get around ... let alone fight!;passive
All clear in the pass?;passive
All's quiet here.  How are things further up the pass?;passive
Hey, if you're heading back to the Enclave, can you check with the Commander?  See if she needs us to pull back to the Enclave?;passive
Listen:  If I you find me dead ... please, bury me somewhere with a view ...;passive
I would very much like to see the Frosted Hills again, before I die.;passive
This is not the first time something like this has happened.  Once before, more than a thousand years ago, a plague like this struck the Retreat, in the Frosted Hills.  In the end, all the Estherians there fled, or died ... twisted in horrible ways ...;passive
I used to live in the Retreat, in the Frosted Hills.  We had to leave, though ... there was a plague.  Heh ... ironic, isn't it, that an illness forced me to leave ... and another illness makes me want to return?;passive
Not a lot of foot traffic headed this way anymore.;passive
You're all set.  Keep up the good work!;passive
"I'm Captain Jakobi, pilot of the best Herkonian Embercraft this side of Red Haven!
We're just picking up some cargo and supplies, before we head off down to Zeryphesh.  What brings you here?";passive
You have lifted the curse I brought upon myself, and my torment is finally at and end.  I will abide here a while, I think, before I move on to my final reward.  Perhaps, at the very least, I will tell my story to would-be thieves, to save them from a similar fate ...;passive
We will be moving along shortly.  Some of our injured need a bit longer to recover, before they are ready to travel.  Remember, if you should find yourself in Zeryphesh, please seek me out!;passive
It looks like the Alchemist was doing some kind of research in there, but he bugged out, probably right before he went to Torchlight.;passive
I am deeply troubled by those notes you found in the Icedeep Caverns.  I have notified the Enclave that I will remain here, to guard the caves, and prevent any of the Alchemist's notes and paraphernalia from being lost.;passive
How bad's the snow up in the Frosted Hills?;passive
I miss my husband so much ... but luckily I still have my little baby-wabies ...;passive
I got what I need, thanks.  If I have any more work for you, I'll be sure to let you know.;passive
