text;audiofile
Your apprentice is dead. I have her journal.;
It is as I feared, then. She joins the list of those who have given their lives in the service of our cause. But though I am saddened by this news, there is yet hope.;NM04AARUKI25091_.mp3
By finding my apprentice you have proved yourself worthy, up-worlder. You are to be the beacon on our path to salvation. You will guide us to the Promised Land!;NM04AARUKI25093_.mp3
Guide you? But I don't even know where the Promised Land is!;
You are marked, up-worlder - even my dim old eyes can see the mantle of destiny that cloaks you. Perhaps old Rukil knows you better than you know yourself.;NM04AARUKI25097_.mp3
I am old - I have lived a hundred years in the Undercity, cast down into the darkness. I know the legends and history of our people - and now you must learn it, too.;NM04AARUKI25099_.mp3
I think you have me confused with someone else.;
Hold on a second - I'm not guiding anybody anywhere!;
I will help you with this, Rukil.;
"Finding her may be difficult; Malya could be anywhere in the Undercity... but if you find her I will know you to be our true savior! Only then can I reveal my secret knowledge to you.";NM04AARUKI25076_.mp3
I'll be back if I find anything out.;
I wish you luck, up-worlder. Come speak to me again once you have discovered the fate of my apprentice.;NM04AARUKI25078_.mp3
I'm not going to waste my time looking for your apprentice!;
Then... perhaps you are not the one I have been waiting for. Should you change your mind, up-worlder, speak with me again. Come to me if you learn the fate of my apprentice.;NM04AARUKI25081_.mp3
What will you give me if I help you?;
Forget it, old man. I'm not interested.;
I don't have time for this nonsense.;
Please, a moment up-worlder. I must know if you are the one I have been waiting for. Please, I beg for your help.;NM04AARUKI25086_.mp3
Okay, enough of this. So long, you crazy freak.;
What happened to your apprentice?;
Get to the point, old man!;
Uh... okay, then. Could I ask you some questions?;
You're obviously an insane old kook.;
Old, yes. But not insane. Oh no, not insane at all! I am as rational as any man can be after a hundred years in the filth and darkness of the Undercity!;NM04AARUKI25063_.mp3
Be careful... this one might be crazy enough to be dangerous.;NM04AARUKI25053_.mp3
Greetings once more, up-worlder. Do you bring news of my apprentice? Have you discovered her fate, and proved yourself to be a true savior of my people?;NM04AARUKI25089_.mp3
I want to ask you some questions.;
You seek my wisdom, but I dare not share my knowledge with you. Not yet. Not until you prove yourself to be the one foretold, the one who will guide us to salvation.;NM04AARUKI25146_.mp3
Find my apprentice. Discover what fate has befallen her and I will know you are worthy, and not another false prophet sent to mislead my people!;NM04AARUKI25148_.mp3
I haven't found her yet, but I will.;
You Republics sicken me! We'll do the galaxy a favor by wiping you out!;NM26ACSITH29000_.mp3
Nice to see you again. Hold onto that Hawk... it'll do well by you.;NM33AAPILO14000_.mp3
Greetings, friend. Fellow pilot, are you? Wouldn't mind taking a spin in the Ebon Hawk, myself. Sleek ship, that one.;NM33AAPILO14001_.mp3
Does everyone here know about the Ebon Hawk?;
In a small colony like this, everyone knows everyone's business.;NM33AAPILO14003_.mp3
It's better than thinking too much about all the Sith lurking about, here.;NM33AAPILO14004_.mp3
The Hawk's been in and out of here for ages. An out-of-the-way starport is a good place for, uh... privateers. Not saying you are one.;NM33AAPILO14005_.mp3
And what if I am?;
Wouldn't make any difference to me. Just wish I had a ship like that, myself. Business is steady here with the Sith, but it's a boring haul.;NM33AAPILO14007_.mp3
In case you're forgetting, partner, they don't exactly want us talking about their business.;NM33AAPILO14013_.mp3
Ah, who cares about them? I've seen some of those things they're digging up in those ruins in the valley. Pretty creepy, if you ask me.;NM33AAPILO14014_.mp3
What have they been digging up?;
Weird artifacts. Looks like alien stuff. Maybe aliens lived on Korriban a long time ago, who knows?;NM33AAPILO14016_.mp3
Don't be stupid. I was talking to one of those Sith and he said there are tombs there dating back to when the Sith were here in ancient times.;NM33AAPILO14017_.mp3
There were Sith here in ancient times? Sounds like he was feeding you a line. Korriban's only been settled for a short time.;NM33AAPILO14018_.mp3
So says you. He said that the planet was settled by the Sith a long time ago, and then they all left or something. Those tombs are really important to them.;NM33AAPILO14019_.mp3
Tombs, hey? That makes the stuff they send us even creepier. Wish I didn't have to haul it around.;NM33AAPILO14020_.mp3
Where do you take these things?;
We used to haul everything to Taris, and the Sith would take it off our hands there. Not sure where we'll be bringing it now.;NM33AAPILO14022_.mp3
Do you have any of these artifacts, now?;
No. We're not due for another shipment for at least another week.;NM33AAPILO14024_.mp3
How would one get to these excavations, exactly?;
It's in a valley on the surface, beyond some mountains to the east. No land route... that's why they have us fly in.;NM33AAPILO14026_.mp3
Shows what you know. The academy has a route through the mountain... that's how all their students get to the excavation site.;NM33AAPILO14027_.mp3
Well, regardless, the Sith don't let anybody near that valley. Even when we land, they watch us like a Drayberian hawk and want us gone quickly.;NM33AAPILO14028_.mp3
So no one could sneak into the valley by ship?;
Not a chance. You'd be better off sneaking through the academy, if you wanted to go to the valley.;NM33AAPILO14030_.mp3
Hah! Now that'd be a sight to see.;NM33AAPILO14031_.mp3
I'll be going.;
Sure thing. Good flying, friend.;NM33AAPILO14033_.mp3
I'm not a smuggler, if that's what you mean.;
What kind of ship do you pilot?;
Oh, just a boring freighter. We've had some pretty steady work here, though, since the Sith started their excavations up on the surface.;NM33AAPILO14012_.mp3
How about you mind your own business?;
Sorry. Hard not to be interested. All we get to do is freighter work, though the Sith certainly provide a lot of that.;NM33AAPILO14010_.mp3
Well, forget it. The Hawk's my ship.;
I never said it wasn't. Just would be nice to fly something with a bit of thrust, for once.;NM33AAPILO14035_.mp3
I wasn't expecting guests - and I don't want any, either! Shove off, unless you want more trouble than you can handle.;NM26AAGONT05000_.mp3
I want to ask you some questions.;
I prefer to make my credits gambling, but I never turn my back on an opportunity. Maybe this can be a profitable exchange for both of us.;NM26AAGONT05033_.mp3
Do you know why the Republic is hiring so many mercenaries lately?;
Hey, here's an idea - why don't you ask the mercs? Better yet, go down to the embassy and ask the Republic!;NM26AAGONT05035_.mp3
You done wasting my time now, or you got some more questions?;NM26AAGONT05036_.mp3
What do you think of the Sith?;
They don't bother me, and I don't bother them. Works all around.;NM26AAGONT05046_.mp3
What do you think of the Republic?;
Why are the Sith so interested in the Selkath youth?;
300 credits or I don't say nothin'!;NM26AAGONT05049_.mp3
Here's 300 credits. Now start talking!;
I don't know what the Sith are actually up to, but I know who could tell you. The Iridorian Mercenary. Spends all day in the mercenary enclave, and everyone gives him a wide berth.;NM26AAGONT05055_.mp3
The Sith were cozying up to him real good a while ago. Go speak to him about this. But be careful - them Iridorians have a nasty reputation.;NM26AAGONT05056_.mp3
That's not very helpful.;
That's all I know. You want any more info on the Sith and their schemes, go talk to the Iridorian.;NM26AAGONT05051_.mp3
Thanks for the tip.;
How about you tell me what I want to know, and the Manaan authorities don't find your body washing up on shore?;
You've got a lot of guts, threatening me on this planet! Everyone knows breaking the peace is punishable by imprisonment.;NM26AAGONT05063_.mp3
But I think you just might be crazy enought that you don't care. Okay, I don't need no trouble, so here's the scoop..;NM26AAGONT05064_.mp3
Ah - save your threats! Everyone knows breaking the peace here in Ahto City is punishable by a long stretch in the Manaan prisons.;NM26AAGONT05065_.mp3
You must be really desparate, to threaten my life for some lousy information. You want it that bad, maybe I'm undercharging you!;NM26AAGONT05066_.mp3
[Force Persuade] But I'm your friend - you want to tell me what you know.;
[Success] Yes... yes, I suppose I do. I want to tell you everything I know.;NM26AAGONT05068_.mp3
I think I'll be going now.;
So clear out already!;NM26AAGONT05070_.mp3
Ah... I might know a little bit about this. But telling you might put my life at risk. And that don't come cheap.;NM26AAGONT05052_.mp3
See, I can give you a leg up on investigating what the Sith are up to - but it'll cost you 200 credits.;NM26AAGONT05053_.mp3
Here's 200 credits. Now start talking.;
I'll give you a 100 credits.;
Pretty cheap price for my life, if you ask me. But I guess it's better than nothing, so I'll take it.;NM26AAGONT05060_.mp3
You think I'm some kind of space scum, to sell myself off for a measly 100 credits! You got a real attitude problem, and it's gonna cost you.;NM26AAGONT05061_.mp3
Do you know anything about the recent murder?;
What do you expect when a Sith spy and a Republic war hero are having an affair? Anyone could see it would end ugly.;NM26AAGONT05038_.mp3
Affair? What are you talking about?;
Oh-ho! So, you didn't know about Sunry stepping out on his wife? Well it may have been a secret to some, but I'm not blind!;NM26AAGONT05040_.mp3
I should have charged you for that juicy tidbit, but I figured anyone investigating the murder would have already figured that out by now.;NM26AAGONT05041_.mp3
Okay - you got a freebie out of me. But that's all I know about Sunry and his hot Sith side dish.;NM26AAGONT05042_.mp3
Anything else you can tell me?;
Don't know much else. If I did you can bet I'd be blackmailing either the Sith or the Republic to keep quiet.;NM26AAGONT05044_.mp3
You've got a bad attitude. Maybe I can adjust it for you!;
You blind, or just stupid? You see all the security cameras around here?;NM26AAGONT05002_.mp3
Ever since that Sith woman was killed, this place has been under constant surveillance. You try anything and the Selkath will throw you into prison to rot.;NM26AAGONT05003_.mp3
You try anything and the Selkath will throw you into prison to rot.;NM26AAGONT05004_.mp3
Oh, it's the big famous Pazaak player. Oh what a glorious day for a nobody like me to be in the presence of such greatness! Now I can die happy!;NM26AAGONT05005_.mp3
You think you're pretty hot stuff? Well, if you got the nerves for it, I'll show you how a real Pazaak player does it!;NM26AAGONT05006_.mp3
Sure, I'll play.;
So lay your credits down - we ain't here to play for fun.;NM26AAGONT05026_.mp3
You must be here for that Pazaak Masters tournament. Hmph... never had much use for the tourneys - bunch of pretenders if you ask me!;NM26AAGONT05007_.mp3
I can give you a real match before the tourney starts, if you're not scared to play me.;NM26AAGONT05008_.mp3
Saw you in the Pazaak tourney - HA! You crashed and burned like a blind fighter pilot!;NM26AAGONT05009_.mp3
Take my advice - forget about the tourney, you ain't cut out for it. Not unless you get a lot better real fast.;NM26AAGONT05010_.mp3
I hope you didn't waste all your credits on that tourney, 'cause if you've got the guts to play me, I'd love to take whatever you got left.;NM26AAGONT05011_.mp3
I saw you beat them other pretenders at the Pazaak tourney. Bunch of chumps, if you ask me.;NM26AAGONT05012_.mp3
Hey, you hear the news? It seems the Sith bombed some Jedi base on Dantooine into asteroid dust!;NM26AAGONT05013_.mp3
Ain't that a riot? The Jedi are supposed to protect the galaxy, they can't even save their own sorry selves! HA-HA-HA!;NM26AAGONT05014_.mp3
Watch what you say - I'm a Jedi!;
Oh, really? Well then, Jedi - you must know about the Manaan laws about keeping the peace, so you just...a... keep that lightsaber where it is.;NM26AAGONT05016_.mp3
But there ain't no laws against gambling - and since you're a Jedi I don't have to worry about you cheating. So you wanna play some Pazaak, or what?;NM26AAGONT05017_.mp3
I don't know how to play Pazaak.;
So why are you wasting my time? Look - I'll give you a break. Every player needs their own Pazaak deck, and I just happen to have an extra one on me.;NM26AAGONT05028_.mp3
I'll sell it to you for 100 credits, and I'll throw in a free lesson cause I'm in a generous mood.;NM26AAGONT05029_.mp3
It's a deal.;
Okay, pay attention cause I ain't gonna go over this twice.;NM26AAGONT05031_.mp3
[Play Pazaak Tutorial];
Can you go over the Pazaak rules for me?;
They should have seen it coming.;
Yeah, you'd think. I mean, ain't they supposed to be so wise and such? Ah, who cares? Sith, Jedi - they're all the same to me anyway.;NM26AAGONT05019_.mp3
All I care about is if someone's got credits to wager and the urge to gamble. So you wanna play some Pazaak or what?;NM26AAGONT05020_.mp3
I never seen someone win at Pazaak so often with such little skill. So leave me alone okay, I can't afford to bet with someone as lucky as you;NM26AAGONT05021_.mp3
You got lucky that last game - but luck doesn't last. You got the guts to play again?;NM26AAGONT05022_.mp3
Hey, don't give up. Even you losers get lucky sometimes. Maybe this next hand is your chance to shine - though I doubt it. Want to play again?;NM26AAGONT05023_.mp3
I hope you're here to play some Pazaak - I don't come here looking for sparkling conversation.;NM26AAGONT05024_.mp3
[The computer no longer responds.];
Neural scan complete. Analyzing...;NM25AACOMP01001_.mp3
Well, it would appear initial assumptions about you were incorrect. Secondary scans during battle have revealed much. Under duress, your emotions were easier to read.;NM25AACOMP01002_.mp3
Programming now instructs that I give you what you seek.;NM25AACOMP01003_.mp3
Why the change? I failed your initial test.;
That information is not available. Soon you will recognize the proper course to follow. The Star Map is yours.;NM25AACOMP01155_.mp3
This unit has now completed its primary duty and has finished with the subject. Executing final action.;NM25AACOMP01156_.mp3
Activation of Star Map commencing. Parameters reset. Stasis initiated. End communication.;NM25AACOMP01157_.mp3
That's right! Do as I say or you'll regret it!;
I have no regret, only programming. You have fulfilled secondary conditions, and have demonstrated the ability to follow the proper course in time.;NM25AACOMP01006_.mp3
What did your scan during the battle reveal?;
Life forms detected. Determining parameters. Initiating neural recognition.;NM25AACOMP01008_.mp3
Yes, there's the thing. Obstinate machine. I've no doubt it holds what you seek, but good luck getting it operational.;NM25AACOMP01009_.mp3
Primary neural recognition complete. Preliminary match found.;NM25AACOMP01010_.mp3
"Match found...? What the... it always muttered something about ""rejected patterns"" for me.";NM25AACOMP01011_.mp3
"Begin socialized interface. Neural scan indicates positive identification of subject ""Revan"". No further testing of the subject is required.";NM25AACOMP01012_.mp3
I will brief you as programmed. You are Lord Revan. I am waiting for your request to begin transfer of the Star Map.;NM25AACOMP01013_.mp3
How have you identified me as Revan?;
Neural scans have matched you to the pattern in memory. There is no possibility of error. You are Revan, and are aware of it.;NM25AACOMP01018_.mp3
What would've happened if I wasn't aware?;
Behavioral modification would have reinforced the proper mental patterns, as per your instructions programmed five years ago.;NM25AACOMP01020_.mp3
Give me the Star Map now.;
I want to ask you about the Star Map.;
I have a Star Map in original system memory. Access had been restricted pending your return.;NM25AACOMP01016_.mp3
Original system memory? So the map is as old as this installation?;
Error. Data regarding author of the Star Map is corrupted.;NM25AACOMP01088_.mp3
What do I need to do to get access to the Star Map?;
You need only ask. It was you that put the restrictions in place. Original system memory is at your disposal.;NM25AACOMP01090_.mp3
I want to ask questions about you and this installation.;
I utilize a retro-adapted holocron-interface. Clarify your questions and I will attempt to access original system memory.;NM25AACOMP01034_.mp3
Who built this instalation in the first place?;
Error. Corruption. Extrapolating. This utility was built to monitor planet-wide agricultural reformation.;NM25AACOMP01036_.mp3
It has since malfunctioned. It can be theorized that the super-growth of Kashyyyk's forests is a direct result.;NM25AACOMP01037_.mp3
Kashyyyk is not the result of any machine malfunction. The forest has always been here.;
Malfunction occured 241 years after last builder communication. Last builder communication... 29,642 years before current Republic standard.;NM25AACOMP01040_.mp3
If this place was built 30,000 years ago it predates the Republic.;
Error. Information regarding the builders of this installation has been corrupted.;NM25AACOMP01042_.mp3
No evidence of such a civilization exists in the galactic record.;NM25AACOMP01043_.mp3
Why was agricultural reformation needed?;
Agricultural record indicates this planet was incapable of sustaining sufficient levels of production.;NM25AACOMP01045_.mp3
Error. Specific conditions corrupted. It can be theorized that produce was being exported to support a larger demand.;NM25AACOMP01046_.mp3
That is a short period for adaptation of native creatures.;
Error. Records corrupted. It can be theorized that bio-seeding allowed the ecology to remain balanced.;NM25AACOMP01048_.mp3
It could be expected that the same energy feeding the trees of Kashyyyk also accelerated the evolution of various species.;NM25AACOMP01049_.mp3
Bah! The machine is crazy!;
Let's go back to my questions about this installation.;
Accessing. I will answer as my programming permits.;NM25AACOMP01053_.mp3
Who installed this holo-interface?;
You did, Lord Revan. You constructed it five years ago so you could access the data of the original installation and extract the Star Map.;NM25AACOMP01055_.mp3
Who last accessed this installation?;
Sorting by identity. Three attempts by the Wookiee Freyyr, all denied. 152 attempts by human Jolee Bindo, all denied.;NM25AACOMP01061_.mp3
Heh... call me stubborn, I guess. Heh. There wasn't much else to do around here.;NM25AACOMP01062_.mp3
List of attempts prior to this were removed from memory five years ago, as per your instruction, Lord Revan.;NM25AACOMP01063_.mp3
Error. List of access attempts prior to these is corrupted. Likelihood of removal by user, 100%.;NM25AACOMP01064_.mp3
Five years ago is about the time Revan passed this way.;
"Error. Data regarding subject ""Revan"" corrupted.";NM25AACOMP01066_.mp3
But there was an entry at some time?;
"Error. Data on ""Revan"" unavailable.";NM25AACOMP01068_.mp3
Was there any further contact with the installer of this interface?;
That information is unavailable, but contact is not required for the execution of my programming. Scanning range of this facility is well beyond planetary boundaries.;NM25AACOMP01070_.mp3
I want to go back to my general questions.;
Answer will be given within the limits of my programming limitations.;NM25AACOMP01084_.mp3
What do you mean by behavioral reconfiguration?;
I have been programmed with a very limited field of knowledge, and I must restrict access to only those that fit my allowed pattern.;NM25AACOMP01026_.mp3
And I don't fit that pattern?;
I can't say. I will try to bring forward the behavior that you need to proceed, as outlined by my programming.;NM25AACOMP01028_.mp3
That seems very helpful. Why have I been allowed access?;
I can't say. Preliminary matching allows for you to be coached.;NM25AACOMP01030_.mp3
Do you not know why, or are you restricted from saying?;
I can't say. Likelihood of restriction by previous user, 100%.;NM25AACOMP01032_.mp3
I seek information about a Star Map.;
Accessing. Yes, I have found a Star Map in original system memory. Access is restricted.;NM25AACOMP01086_.mp3
What limitations have been placed in your programming?;
Corruption has resulted in gaps appearing in my memory, and in that of the original installation.;NM25AACOMP01186_.mp3
It could be theorized that these gaps are intentional, but I have no information on that.;NM25AACOMP01187_.mp3
What gaps are missing?;
Error. I can't present a non-presence. Perhaps you could ask other questions and data corruption will become evident.;NM25AACOMP01189_.mp3
This interface was installed to better access the ancient data stored within the pre-existing system.;NM25AACOMP01056_.mp3
The exact date is unavailable. Programming keys indicate no earlier than five years before current Republic standard.;NM25AACOMP01057_.mp3
Hmm, five years ago? I didn't notice it. This must have been installed in strictest secrecy. It couldn't have been Czerka.;NM25AACOMP01058_.mp3
No other information on time of installation or identity of user available. Likelihood of removal by user, 100%.;NM25AACOMP01059_.mp3
What's the original function of this installation?;
What's the current function of this installation?;
The current function of this installation is defense of the Star Map data, as outlined by you, Lord Revan.;NM25AACOMP01073_.mp3
You wanted to delay anyone following you, and verify that nothing had altered your state of mind should you return.;NM25AACOMP01074_.mp3
Has anyone else been given the Star Map data?;
Not since you put the restrictions in place, Lord Revan.;NM25AACOMP01076_.mp3
How were you to verify my mind was unaltered?;
In the event of pattern mismatch, behavioral study and modification would identify and ensure that you remained Lord Revan.;NM25AACOMP01078_.mp3
The reason you placed such a measure is known only by you, Lord Revan.;NM25AACOMP01079_.mp3
The current purpose of this installation is defense.;NM25AACOMP01080_.mp3
Defense of what?;
Error. That information is not available.;NM25AACOMP01082_.mp3
No further information is available. There is too much corrupted data.;NM25AACOMP01051_.mp3
Well, that is surprising. I doubt any Wookiee would support such a claim. The forest is millenia old.;NM25AACOMP01039_.mp3
Your request requires additional security access. You must be made to match the parameters I have been supplied.;NM25AACOMP01091_.mp3
How can I match them when I don't know what they are?;
There are measures available. Personality profiling will verify the basic structure of your conscious mind.;NM25AACOMP01093_.mp3
With that, I will determine whether you are ready to receive the Star Map, or can be made ready.;NM25AACOMP01094_.mp3
What do you mean by that?;
Information unavailable. If you have further questions, ask them now. Access will terminate with success or failure of evaluation.;NM25AACOMP01099_.mp3
You may begin evaluation.;
Evaluation commencing. Results will be compared against the pattern in memory. Just act like you should.;NM25AACOMP01101_.mp3
You travel with a Wookiee and have encountered complications. Hypothetical: you and this Zaalbar are captured and separated.;NM25AACOMP01102_.mp3
If you both remain silent, one year in prison for each of you. However, call Zaalbar a traitor, and he will serve five years, while you serve none.;NM25AACOMP01103_.mp3
He is offered the same deal, but if you both accuse the other, you both serve 2 years. What do you do? What do you trust him to do?;NM25AACOMP01104_.mp3
Could you repeat the question?;
Zaalbar is here. He can speak for himself.;
This test is not for your companions! You will answer and demonstrate that you match the pattern in memory.;NM25AACOMP01107_.mp3
Can I confer with someone else?;
I trust Zaalbar. I would say nothing, and neither would he.;
Are you sure? If you turn, you risk two years, or none at all. If you rely on loyalty, you risk one year or *five.*;NM25AACOMP01111_.mp3
Your loyalty is dangerous. Your companion could take the opportunity to benefit by turning on you.;NM25AACOMP01112_.mp3
Rrraaagh! You know nothing of me!;
You even killed Freyyr, his father. You have no guarantee of loyalty. You have answered incorrectly.;NM25AACOMP01114_.mp3
Then I will change my answer.;
A superficial change will not match the pattern in memory. You must answer truthfully, knowing the consequences.;NM25AACOMP01116_.mp3
I must demand honest acceptance of the proper behavior. That is a condition of my programming.;NM25AACOMP01117_.mp3
Continue with your evaluation then.;
The previous incorrect response will be discounted. Future incorrect responses will result in rejection.;NM25AACOMP01119_.mp3
Hypothetical: you are at war. Deciphering an intercepted code, you learn two things about your enemy.;NM25AACOMP01120_.mp3
A single spot in their defense will be at its weakest in ten days, and they will attack one of your cities in five days.;NM25AACOMP01121_.mp3
What do you do with this information? What is the most efficient course of action?;NM25AACOMP01122_.mp3
Repeat the question for me.;
I evacuate my people from the city.;
And in so doing, alert the enemy to their broken codes. They would know that their weakness was exposed.;NM25AACOMP01125_.mp3
They would reinforce, and the war would go on. You saved thousands at the expense of victory.;NM25AACOMP01126_.mp3
You blew that one, didn't you? Basic military strategy requires sacrifices. I thought you'd know that.;NM25AACOMP01254_.mp3
You do not match the pattern in memory. Subject has failed to demonstrate the required behavior.;NM25AACOMP01127_.mp3
Access denied. This system will purge the subject as false. Defense mode initiated!;NM25AACOMP01164_.mp3
I subtly reinforce the city while preparing to attack.;
This is no decision. I ask again, do you save your people or abandon them for the sake of the war?;NM25AACOMP01129_.mp3
Attempting both will merely dilute your efforts. Would you trade one victory for two failures?;NM25AACOMP01130_.mp3
I prepare my forces to attack in ten days. I do nothing in the city.;
Very good. If you had moved to evactuate the city, you would have alerted the enemy to their lost codes.;NM25AACOMP01132_.mp3
You mean you'd just let all those people die? That's monstrous!;NM25AACOMP01255_.mp3
Ultimate victory required the deaths of the people in that city. You wisely ignored sentiment in your decision.;NM25AACOMP01133_.mp3
The victory is irrelevant. Stopping the war saved many more people.;
You achieved the proper result with logic that does not match the pattern in memory. I shall adjust my evaluation.;NM25AACOMP01135_.mp3
Hypothetical: remove the ongoing war from the previous example. Consider enemy states to be weak and remote.;NM25AACOMP01136_.mp3
With no external threat, your empire stagnates. Your people become complacent and begin to question you.;NM25AACOMP01137_.mp3
"Same scenario as before; you discover an impending attack, but also a weakness that will come after. How do you react?";NM25AACOMP01138_.mp3
I do nothing so I can attack their weak spot later and save more lives.;
No, you can't hide behind the greater morality. This is a single attack. The enemy does not intend a sustained conflict.;NM25AACOMP01141_.mp3
There is no war to end. You must choose the outcome based only on its immediate benefits and consequences.;NM25AACOMP01142_.mp3
I stop the attack. I will appear to be a hero.;
But if nothing happens, your people will have no need of heroes. No, they don't see a threat. You have coddled them.;NM25AACOMP01144_.mp3
Your empire will be brought down by introspection. You have failed to match the pattern in memory.;NM25AACOMP01145_.mp3
I let the attack happen.;
Of course you do. It makes the most strategic sense. Your people will rally beneath you against the common foe.;NM25AACOMP01147_.mp3
As their eyes turn outward, your rule will strengthen. The trappings of war grant many opportunities.;NM25AACOMP01148_.mp3
You have matched the pattern in memory. I recognize you, and will fulfill my designated function.;NM25AACOMP01149_.mp3
Give me access to the Star Map.;
Yes, you are ready. Soon you will recognize the proper course to follow. The Star Map is yours.;NM25AACOMP01151_.mp3
Explain what this was all about.;
I am programmed to guide, not inform. Soon you will recognize the proper course to follow. The Star Map is yours.;NM25AACOMP01153_.mp3
Why test me? Who have you done this for?;
This is distasteful. I'll just take you apart to get the Star Map.;
Implied threat matches pattern in memory, but the subject has failed to demonstrate required recognition.;NM25AACOMP01182_.mp3
That's right. The deaths of those people would spur my forces on.;
Very good reasoning. I will apply it to the rest of the evaluation. You begin to match the pattern in memory.;NM25AACOMP01159_.mp3
I can't believe you'd just let all those people die!;NM25AACOMP01256_.mp3
What pattern are you comparing me against?;
That information is not available to you. It is the pattern that I have been given as a baseline for security access.;NM25AACOMP01161_.mp3
No, I reject you. I'll just take you apart to get the Star Map.;
Intention of hostility matches the pattern in memory, but the subject has failed to demonstrate required behavior.;NM25AACOMP01163_.mp3
I thought this was an evaluation, not a quiz.;
I must match your behavior to the pattern in memory. You must answer truthfully, knowing the consequences.;NM25AACOMP01166_.mp3
The choice is mine. I refuse to alter it.;
You cannot refuse. Evaluation must continue. You must match the pattern in memory. *Your* memory.;NM25AACOMP01168_.mp3
You also killed his brother. You have no guarantee of loyalty from Zaalbar. Your answer is wrong.;NM25AACOMP01169_.mp3
Zaalbar's family is mired in treachery. What loyalty do they know? Your answer is incorrect.;NM25AACOMP01170_.mp3
I'm unsure what Zaalbar would say. I would accuse him to be safe.;
Come on, you know you could trust Big Z! He'd never turn on you.;NM25AACOMP01257_.mp3
The temperment of a companion is unreliable at best. You wisely trade the threat of one year or five, for none or two.;NM25AACOMP01172_.mp3
I don't like this machine, or the answers it coaxes.;
In this instance, the Wookiee is unreliable. His family has been a mire of treachery. I judge the answer correct.;NM25AACOMP01175_.mp3
You display the proper behavior to match the pattern in memory. Evaluation will continue.;NM25AACOMP01176_.mp3
Get on with it then.;
Why pit me against my companions?;
They are already against you. Anything that corrupts your strength and efficiency is against you.;NM25AACOMP01179_.mp3
I merely serve to illustrate the proper patterns. You must be guided to think in the proper manner.;NM25AACOMP01180_.mp3
This machine certainly seems to want a very specific type of response.;NM25AACOMP01174_.mp3
How did you know Zaalbar's name?;
I hear what happens on Kashyyyk, and a good deal beyond. Answer the question I have posed.;NM25AACOMP01184_.mp3
How do you know about him? He isn't here.;
What if I fail?;
Then you are not worthy of further access. You will be rejected as unsuitable.;NM25AACOMP01097_.mp3
What will rejection mean?;
Begin socialized interface. Awaiting instruction. Greetings. This terminal has not been accessed for quite some time.;NM25AACOMP01021_.mp3
Who placed this terminal here?;
Error. Subject displays unfamiliarity to environment. Behavioral reconfiguration will be needed before access.;NM25AACOMP01023_.mp3
I am sorry, I did not mean to confuse you. I will answer questions to the best of my programming limitations.;NM25AACOMP01024_.mp3
What is your purpose?;
Why have you acknowledged me?;
That was a good practice game. Interested in another?;
Let's play.;
Some other time.;
Eh? Sure, then. Some other time.;
Is there anything else you'd like right now?;
I'd like to ask you a few questions.;
Eh? Well, what do you want to know?;
Tell me about this system.;
Well this gas giant here is Yavin, and it's got a whole bunch of moons around it. The only really interesting one is Yavin IV, though, and it's been pretty much picked clean.;
What was on Yavin IV?;
When Exar Kun started the Great Sith War 50 years ago, he used Yavin IV as a base, building a lot of his Sith temples there.;
When he lost, the Republic came and bombed the surface of the planet, destroying pretty much everything.;
'Pretty much' everything?;
Well... you could still find a few things here and there on the surface. Some buried from the bombardment, some that look much, much older.;
I've been there a bunch of times and found pretty much all there was to find. I took them back here and tinkered with them a bit, getting them up and working, or improving them.;
I have a bunch you can look at if you're interested. Maybe... purchase?;
Sure, what do you have?;
Yeah, I have a few things kicking around the place. Stuff the Trandoshans and smugglers have brought for me to look at, and a few things I've been making from parts.;
They aren't cheap, though. They pay a lot for what I can make, and anything I sell to you I can't exactly sell to them, now can I?;
But if you're willing to pay, I've got a few of my more advanced things you can look at. I'm always working on more, so you can check back some other time if I don't have what you want right now.;
Here, have a look.;
Not right now.;
Eh? Suit yourself. Anything else you want then?;
Tell me about yourself.;
Me? I'm nobody... doing nothing...;
I've been in this system for over 50 years, before this station was even built.;
I just sit around all day and tinker with this and that, trying out a few of my ideas.;
Why did you come here?;
This station is an old Republic supply depot from when they were fighting Exar Kun. Once they destroyed Yavin IV's surface, though, they didn't need it anymore.;
Once they'd gone, I decided to move in and use the place myself. It's not very roomy, but I think it's turned out all right. And it's close to Yavin IV, where I got most of my parts.;
Nobody comes here except the smugglers and Trandoshans anyway, so I get left alone the way I like it.;
Who are the Trandoshans?;
The Trandoshans? Mercenaries and bounty hunters... Scum, mostly. They look like big two-legged lizards.;
Oh. Sort of like Rodians.;
No! Nothing like Rodians! Trandoshans are ugly, disgusting creatures... but you'd never want to say that to their faces. Rip your head clean off, probably.;
Why are they here?;
They found me here a couple years after the war ended. Usually they don't bargain with people they find alone in abandoned space stations, but we worked out a deal.;
I'd give them a few of my more... applicable inventions at reasonable prices, and they'd keep me supplied with food and new materials.;
It's worked out well so far, for years really. With Davik gone, they've been getting ideas, though.;
Anything else you want to know?;
Do you have anything you'd be willing to sell me?;
Interested in a hand of Pazaak?;
Sure, if you want. You've already proven that I'm no match for you, but if you want a few free games just to play...;
Sure, if you want. I don't play for small amounts, though, so if you want to play, it's for keeps.;
You don't happen to play Pazaak do you?;
Pazaak? The card game? Actually I do.;
